age,workclass,education,marital_status,occupation,race,sex,work_hours_per_week,native_country,income_morethan_50k
42, Private, Assoc-voc, Divorced, Adm-clerical, White, Female,40, United-States,FALSE
19, Private, Some-college, Never-married, Adm-clerical, White, Female,40, United-States,FALSE
55, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male,50, United-States,TRUE
44, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,40, United-States,FALSE
25, Private, Bachelors, Never-married, Exec-managerial, White, Male,55, United-States,FALSE
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States,FALSE
64, Federal-gov, Assoc-acdm, Separated, Prof-specialty, White, Female,40, United-States,TRUE
41, Private, 11th, Divorced, Other-service, Other, Female,40, United-States,FALSE
25, ?, Some-college, Never-married, ?, Black, Male,40, ?,FALSE
43, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male,40, United-States,FALSE
45, Private, HS-grad, Never-married, Craft-repair, White, Male,48, United-States,TRUE
48, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,44, United-States,TRUE
60, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States,FALSE
45, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, White, Male,50, United-States,FALSE
51, Private, 10th, Married-civ-spouse, Sales, White, Male,40, United-States,TRUE
37, Federal-gov, HS-grad, Divorced, Adm-clerical, White, Female,40, United-States,FALSE
22, Private, Some-college, Never-married, Adm-clerical, White, Male,30, United-States,FALSE
44, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,65, United-States,TRUE
27, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,50, United-States,FALSE
47, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
32, Private, Masters, Married-civ-spouse, Exec-managerial, Black, Male,40, United-States,TRUE
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50, United-States,TRUE
41, Private, HS-grad, Married-civ-spouse, Sales, White, Male,40, United-States,FALSE
32, ?, 10th, Divorced, ?, White, Female,40, United-States,FALSE
26, Private, Bachelors, Never-married, Prof-specialty, White, Female,40, United-States,FALSE
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,40, United-States,FALSE
55, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,45, United-States,FALSE
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States,FALSE
24, State-gov, Bachelors, Never-married, Prof-specialty, White, Male,15, United-States,FALSE
64, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, White, Male,25, United-States,TRUE
56, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,TRUE
41, Private, HS-grad, Married-civ-spouse, Sales, White, Male,49, United-States,TRUE
33, Private, HS-grad, Married-civ-spouse, Sales, White, Male,45, United-States,TRUE
33, Private, Prof-school, Never-married, Prof-specialty, White, Male,42, United-States,TRUE
21, Private, Some-college, Married-civ-spouse, Other-service, White, Male,40, United-States,FALSE
59, Local-gov, HS-grad, Widowed, Craft-repair, Black, Male,40, United-States,FALSE
58, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male,40, Germany,TRUE
43, Local-gov, Masters, Divorced, Prof-specialty, White, Male,40, United-States,FALSE
21, Private, HS-grad, Never-married, Craft-repair, Black, Male,40, United-States,FALSE
45, Private, HS-grad, Never-married, Machine-op-inspct, White, Male,40, United-States,FALSE
53, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, White, Female,50, United-States,TRUE
41, Private, Prof-school, Married-civ-spouse, Adm-clerical, White, Male,50, ?,TRUE
27, Private, 10th, Married-civ-spouse, Exec-managerial, White, Female,40, Mexico,FALSE
53, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,50, ?,TRUE
38, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male,35, United-States,TRUE
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,70, United-States,TRUE
41, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,35, United-States,FALSE
22, State-gov, Some-college, Never-married, Adm-clerical, White, Female,40, United-States,FALSE
43, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, White, Male,60, United-States,FALSE
41, State-gov, Some-college, Never-married, Prof-specialty, White, Male,40, United-States,FALSE
27, Private, Some-college, Married-civ-spouse, Handlers-cleaners, White, Female,35, United-States,FALSE
41, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,FALSE
36, Private, Prof-school, Divorced, Prof-specialty, White, Male,45, United-States,TRUE
49, Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Female,40, United-States,TRUE
20, Private, HS-grad, Never-married, Handlers-cleaners, White, Male,45, United-States,FALSE
58, Self-emp-not-inc, HS-grad, Married-spouse-absent, Other-service, White, Female,45, United-States,FALSE
35, Self-emp-not-inc, 12th, Never-married, Other-service, Black, Female,40, Trinadad&Tobago,FALSE
30, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male,40, United-States,TRUE
21, Private, HS-grad, Never-married, Craft-repair, White, Male,40, United-States,FALSE
29, Private, Assoc-acdm, Never-married, Machine-op-inspct, White, Male,45, United-States,FALSE
40, Private, HS-grad, Widowed, Sales, White, Female,40, United-States,FALSE
54, State-gov, Bachelors, Never-married, Prof-specialty, Asian-Pac-Islander, Female,40, United-States,TRUE
35, Private, Bachelors, Married-civ-spouse, Sales, White, Male,60, United-States,TRUE
35, Private, Bachelors, Married-civ-spouse, Sales, White, Male,50, United-States,FALSE
40, Private, Bachelors, Married-spouse-absent, Other-service, White, Female,40, ?,FALSE
59, Private, HS-grad, Separated, Sales, Black, Female,40, United-States,FALSE
43, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,50, United-States,FALSE
39, Private, 10th, Married-civ-spouse, Craft-repair, White, Male,60, United-States,TRUE
51, Private, 7th-8th, Separated, Machine-op-inspct, Black, Female,30, United-States,FALSE
71, Private, Some-college, Never-married, Other-service, White, Female,60, United-States,FALSE
33, Private, 12th, Divorced, Machine-op-inspct, Black, Female,40, United-States,FALSE
28, Private, HS-grad, Divorced, Other-service, Black, Male,35, United-States,FALSE
30, Private, HS-grad, Married-spouse-absent, Sales, White, Male,40, United-States,FALSE
20, Private, 5th-6th, Married-spouse-absent, Farming-fishing, White, Male,40, Mexico,FALSE
51, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, White, Male,50, United-States,FALSE
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female,40, United-States,TRUE
62, Private, Some-college, Married-civ-spouse, Sales, Asian-Pac-Islander, Male,40, United-States,TRUE
37, Private, HS-grad, Never-married, Exec-managerial, White, Male,60, ?,FALSE
28, Private, 9th, Never-married, Machine-op-inspct, White, Male,50, Dominican-Republic,FALSE
23, Private, HS-grad, Never-married, Sales, Asian-Pac-Islander, Male,48, South,FALSE
39, Private, Bachelors, Married-civ-spouse, Sales, White, Female,30, United-States,FALSE
50, Self-emp-inc, Bachelors, Widowed, Sales, White, Male,65, United-States,TRUE
31, Private, 7th-8th, Never-married, Craft-repair, White, Male,40, United-States,FALSE
45, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50, United-States,TRUE
23, ?, Bachelors, Never-married, ?, Other, Male,40, United-States,FALSE
47, Private, 10th, Widowed, Machine-op-inspct, White, Male,40, United-States,FALSE
59, Private, HS-grad, Widowed, Prof-specialty, White, Female,18, United-States,FALSE
32, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States,FALSE
82, ?, 7th-8th, Widowed, ?, White, Male,5, United-States,FALSE
49, Private, Bachelors, Married-civ-spouse, Sales, White, Male,55, United-States,TRUE
74, Federal-gov, HS-grad, Widowed, Other-service, White, Male,17, United-States,FALSE
22, Private, Some-college, Never-married, Adm-clerical, White, Male,35, United-States,FALSE
32, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,55, Greece,FALSE
34, Private, Bachelors, Married-civ-spouse, Farming-fishing, White, Male,50, United-States,TRUE
59, Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male,60, United-States,TRUE
36, Private, Bachelors, Married-civ-spouse, Sales, White, Male,50, United-States,TRUE
59, Private, 11th, Divorced, Adm-clerical, White, Female,40, United-States,FALSE
47, Self-emp-inc, Bachelors, Divorced, Exec-managerial, White, Male,70, United-States,TRUE
53, Local-gov, HS-grad, Married-civ-spouse, Other-service, White, Male,45, United-States,FALSE
25, Self-emp-not-inc, Some-college, Never-married, Craft-repair, White, Male,35, United-States,FALSE
44, Private, Bachelors, Divorced, Adm-clerical, Black, Male,65, United-States,FALSE
57, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, White, Female,35, United-States,TRUE
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, White, Male,80, United-States,TRUE
58, Local-gov, 10th, Married-civ-spouse, Transport-moving, White, Male,40, United-States,FALSE
39, Private, Bachelors, Married-civ-spouse, Sales, White, Male,40, United-States,FALSE
32, ?, HS-grad, Never-married, ?, Black, Male,40, United-States,FALSE
45, Private, 7th-8th, Divorced, Machine-op-inspct, White, Male,48, United-States,FALSE
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Black, Female,35, United-States,TRUE
52, ?, Some-college, Married-civ-spouse, ?, White, Male,50, United-States,FALSE
56, Self-emp-not-inc, 1st-4th, Separated, Exec-managerial, White, Male,25, ?,FALSE
52, Private, HS-grad, Divorced, Machine-op-inspct, White, Female,40, United-States,FALSE
34, Private, HS-grad, Never-married, Other-service, Black, Female,35, United-States,FALSE
36, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, White, Male,35, United-States,FALSE
41, Private, HS-grad, Married-spouse-absent, Craft-repair, White, Male,40, Poland,FALSE
30, Private, Some-college, Never-married, Prof-specialty, White, Male,40, Mexico,FALSE
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Other, Male,40, Puerto-Rico,FALSE
17, ?, Some-college, Never-married, ?, Asian-Pac-Islander, Female,40, Philippines,FALSE
34, Private, Some-college, Never-married, Other-service, White, Female,40, United-States,FALSE
41, Private, Some-college, Separated, Other-service, Black, Male,40, United-States,FALSE
29, Private, HS-grad, Never-married, Handlers-cleaners, White, Male,40, United-States,FALSE
25, Private, 9th, Never-married, Machine-op-inspct, White, Male,48, Mexico,FALSE
42, Local-gov, Bachelors, Separated, Prof-specialty, White, Male,40, United-States,FALSE
48, Private, Some-college, Married-civ-spouse, Sales, White, Male,40, United-States,TRUE
26, Private, Assoc-voc, Never-married, Sales, White, Male,55, United-States,FALSE
64, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40, ?,TRUE
46, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White, Male,45, United-States,FALSE
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50, United-States,TRUE
49, State-gov, 11th, Married-civ-spouse, Adm-clerical, White, Male,40, United-States,FALSE
23, Private, Some-college, Never-married, Sales, Black, Female,20, United-States,FALSE
46, Local-gov, Bachelors, Never-married, Prof-specialty, White, Female,40, United-States,TRUE
30, Private, HS-grad, Never-married, Handlers-cleaners, White, Male,55, United-States,FALSE
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States,TRUE
47, ?, Assoc-voc, Divorced, ?, White, Male,40, United-States,FALSE
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,50, ?,TRUE
31, Private, HS-grad, Divorced, Craft-repair, White, Male,50, United-States,FALSE
19, Private, HS-grad, Never-married, Handlers-cleaners, White, Male,50, United-States,FALSE
45, Private, Assoc-acdm, Divorced, Prof-specialty, White, Female,38, United-States,FALSE
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, Peru,TRUE
26, Private, HS-grad, Never-married, Craft-repair, White, Male,40, United-States,FALSE
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States,TRUE
31, Private, Some-college, Never-married, Adm-clerical, White, Female,43, United-States,FALSE
36, Self-emp-inc, Assoc-acdm, Separated, Exec-managerial, White, Male,50, United-States,FALSE
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,60, United-States,TRUE
30, Private, Bachelors, Married-civ-spouse, Tech-support, White, Male,40, United-States,FALSE
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,TRUE
30, Private, Bachelors, Never-married, Prof-specialty, Black, Male,50, United-States,TRUE
21, ?, HS-grad, Married-civ-spouse, ?, Black, Female,30, United-States,FALSE
73, Private, 10th, Widowed, Other-service, White, Female,10, United-States,FALSE
38, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, White, Male,40, United-States,TRUE
30, Private, 10th, Never-married, Craft-repair, White, Male,50, United-States,FALSE
33, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,50, United-States,TRUE
52, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States,TRUE
58, Private, Some-college, Divorced, Adm-clerical, White, Female,46, United-States,FALSE
34, Local-gov, Masters, Never-married, Prof-specialty, White, Female,50, United-States,FALSE
35, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
59, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States,TRUE
45, Private, Bachelors, Divorced, Exec-managerial, White, Female,40, United-States,FALSE
27, Private, Some-college, Never-married, Transport-moving, White, Male,48, United-States,FALSE
31, Local-gov, Doctorate, Never-married, Prof-specialty, White, Male,50, Mexico,TRUE
45, Private, Some-college, Never-married, Farming-fishing, White, Male,50, United-States,FALSE
40, Private, HS-grad, Separated, Other-service, White, Female,25, United-States,FALSE
27, Private, Prof-school, Married-civ-spouse, Adm-clerical, White, Male,40, United-States,FALSE
19, Private, HS-grad, Never-married, Other-service, White, Male,20, United-States,FALSE
29, Private, 5th-6th, Never-married, Other-service, White, Male,25, Mexico,FALSE
34, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, White, Male,72, United-States,FALSE
32, State-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male,40, United-States,FALSE
49, Private, 11th, Married-civ-spouse, Craft-repair, White, Male,40, Cuba,FALSE
33, Private, 11th, Divorced, Exec-managerial, White, Female,40, United-States,TRUE
74, ?, 7th-8th, Married-civ-spouse, ?, White, Male,2, United-States,FALSE
